TXNAME	GENEID
ENSDART00000193973.1	ENSDARG00000037262.7
ENSDART00000148075.3	ENSDARG00000075855.6
ENSDART00000054689.5	ENSDARG00000037555.7
ENSDART00000056893.5	ENSDARG00000038976.5
ENSDART00000172811.2	ENSDARG00000038976.5
ENSDART00000133049.3	ENSDARG00000039349.8
ENSDART00000041026.8	ENSDARG00000039349.8
ENSDART00000053153.6	ENSDARG00000036588.7
ENSDART00000188322.1	ENSDARG00000098257.2
ENSDART00000163331.2	ENSDARG00000098257.2
ENSDART00000164732.2	ENSDARG00000098257.2
ENSDART00000144822.2	ENSDARG00000059351.8
ENSDART00000135273.3	ENSDARG00000059351.8
ENSDART00000137210.3	ENSDARG00000059351.8
ENSDART00000102934.4	ENSDARG00000059351.8
ENSDART00000059038.8	ENSDARG00000078717.6
ENSDART00000141061.2	ENSDARG00000078717.6
ENSDART00000031425.8	ENSDARG00000024219.10
ENSDART00000160503.2	ENSDARG00000102612.2
ENSDART00000147395.2	ENSDARG00000075818.6
ENSDART00000135238.3	ENSDARG00000075818.6
ENSDART00000189792.1	ENSDARG00000075818.6
ENSDART00000140126.2	ENSDARG00000075818.6
ENSDART00000192764.1	ENSDARG00000075818.6
ENSDART00000091695.5	ENSDARG00000063006.7
ENSDART00000147128.4	ENSDARG00000063006.7
ENSDART00000157205.2	ENSDARG00000097115.2
ENSDART00000156827.2	ENSDARG00000097115.2
ENSDART00000137504.2	ENSDARG00000055560.7
ENSDART00000033574.6	ENSDARG00000024771.8
ENSDART00000146237.3	ENSDARG00000052846.7
ENSDART00000051065.6	ENSDARG00000052846.7
ENSDART00000137388.3	ENSDARG00000092855.4
ENSDART00000169076.2	ENSDARG00000092855.4
ENSDART00000082121.5	ENSDARG00000014024.12
ENSDART00000165067.2	ENSDARG00000100531.3
ENSDART00000168712.2	ENSDARG00000101319.3
ENSDART00000077804.5	ENSDARG00000055445.5
ENSDART00000154756.2	ENSDARG00000055445.5
ENSDART00000106072.5	ENSDARG00000089750.3
ENSDART00000141359.2	ENSDARG00000078529.7
ENSDART00000179342.2	ENSDARG00000078529.7
ENSDART00000143118.4	ENSDARG00000078529.7
ENSDART00000077245.6	ENSDARG00000091169.5
ENSDART00000183196.1	ENSDARG00000091169.5
ENSDART00000073734.5	ENSDARG00000052010.7
ENSDART00000144591.2	ENSDARG00000052010.7
ENSDART00000124342.4	ENSDARG00000052010.7
ENSDART00000191291.1	ENSDARG00000052010.7
ENSDART00000168665.2	ENSDARG00000098075.2
ENSDART00000135257.2	ENSDARG00000093164.2
ENSDART00000149116.2	ENSDARG00000069595.6
ENSDART00000143363.4	ENSDARG00000069595.6
ENSDART00000147568.3	ENSDARG00000093621.3
ENSDART00000144218.2	ENSDARG00000093621.3
ENSDART00000150048.2	ENSDARG00000045070.7
ENSDART00000006908.9	ENSDARG00000045070.7
ENSDART00000145198.2	ENSDARG00000055901.7
ENSDART00000137420.2	ENSDARG00000093608.4
ENSDART00000165760.3	ENSDARG00000093608.4
ENSDART00000145829.2	ENSDARG00000093608.4
ENSDART00000134689.2	ENSDARG00000023111.8
ENSDART00000045816.7	ENSDARG00000023111.8
ENSDART00000005944.8	ENSDARG00000020197.8
ENSDART00000140469.3	ENSDARG00000040930.7
ENSDART00000059984.6	ENSDARG00000040930.7
ENSDART00000133566.2	ENSDARG00000040930.7
ENSDART00000167411.2	ENSDARG00000040930.7
ENSDART00000161627.2	ENSDARG00000099685.2
ENSDART00000168016.2	ENSDARG00000099685.2
ENSDART00000134928.3	ENSDARG00000051729.7
ENSDART00000172612.2	ENSDARG00000098514.2
ENSDART00000109440.4	ENSDARG00000077778.5
ENSDART00000138964.3	ENSDARG00000077778.5
ENSDART00000132384.2	ENSDARG00000057227.8
ENSDART00000174834.2	ENSDARG00000057227.8
ENSDART00000104222.7	ENSDARG00000043431.9
ENSDART00000063750.7	ENSDARG00000043431.9
ENSDART00000143018.2	ENSDARG00000043431.9
ENSDART00000140432.4	ENSDARG00000029905.8
ENSDART00000147187.3	ENSDARG00000029905.8
ENSDART00000025612.6	ENSDARG00000029905.8
ENSDART00000148910.3	ENSDARG00000029905.8
ENSDART00000160681.2	ENSDARG00000077082.4
ENSDART00000111284.4	ENSDARG00000077082.4
ENSDART00000157703.2	ENSDARG00000077082.4
ENSDART00000134308.2	ENSDARG00000077581.5
ENSDART00000114471.4	ENSDARG00000077581.5
ENSDART00000139829.2	ENSDARG00000077581.5
ENSDART00000137768.2	ENSDARG00000077581.5
ENSDART00000022325.8	ENSDARG00000018593.8
ENSDART00000152580.3	ENSDARG00000079455.5
ENSDART00000113818.4	ENSDARG00000079455.5
ENSDART00000128317.3	ENSDARG00000079455.5
ENSDART00000150147.3	ENSDARG00000071648.6
ENSDART00000106104.4	ENSDARG00000071648.6
ENSDART00000149907.3	ENSDARG00000071648.6
ENSDART00000157333.2	ENSDARG00000097225.2
ENSDART00000156417.2	ENSDARG00000097063.2
ENSDART00000145657.2	ENSDARG00000094616.4
ENSDART00000142233.2	ENSDARG00000094616.4
ENSDART00000190891.1	ENSDARG00000094616.4
ENSDART00000144851.3	ENSDARG00000094616.4
ENSDART00000133880.3	ENSDARG00000094616.4
ENSDART00000176877.2	ENSDARG00000094616.4
ENSDART00000075299.6	ENSDARG00000002509.11
ENSDART00000137156.3	ENSDARG00000027826.10
ENSDART00000135078.2	ENSDARG00000027826.10
ENSDART00000126808.3	ENSDARG00000010408.11
ENSDART00000059264.6	ENSDARG00000054031.7
ENSDART00000152633.2	ENSDARG00000062987.9
ENSDART00000142870.3	ENSDARG00000062987.9
ENSDART00000135645.2	ENSDARG00000004296.8
ENSDART00000193648.1	ENSDARG00000004296.8
ENSDART00000135457.2	ENSDARG00000004296.8
ENSDART00000027026.7	ENSDARG00000004296.8
ENSDART00000130283.3	ENSDARG00000004296.8
ENSDART00000142677.2	ENSDARG00000004296.8
ENSDART00000058336.5	ENSDARG00000039880.6
ENSDART00000131415.2	ENSDARG00000039880.6
ENSDART00000154802.3	ENSDARG00000035860.8
ENSDART00000052063.6	ENSDARG00000035860.8
ENSDART00000143732.2	ENSDARG00000035860.8
ENSDART00000133109.4	ENSDARG00000035860.8
ENSDART00000060015.8	ENSDARG00000041078.8
ENSDART00000060184.6	ENSDARG00000041078.8
ENSDART00000031173.8	ENSDARG00000023298.8
ENSDART00000160097.2	ENSDARG00000104332.2
ENSDART00000148416.2	ENSDARG00000075112.6
ENSDART00000145044.3	ENSDARG00000075112.6
ENSDART00000051886.7	ENSDARG00000002219.10
ENSDART00000132828.3	ENSDARG00000002219.10
ENSDART00000172231.2	ENSDARG00000098889.2
ENSDART00000111858.4	ENSDARG00000079391.4
ENSDART00000047916.6	ENSDARG00000074306.5
ENSDART00000152549.2	ENSDARG00000096588.2
ENSDART00000058546.5	ENSDARG00000040021.7
ENSDART00000184049.1	ENSDARG00000036893.8
ENSDART00000149510.2	ENSDARG00000036893.8
ENSDART00000182530.1	ENSDARG00000036893.8
ENSDART00000102535.5	ENSDARG00000036893.8
ENSDART00000025019.7	ENSDARG00000013266.8
ENSDART00000187252.1	ENSDARG00000013266.8
ENSDART00000043484.8	ENSDARG00000042937.7
ENSDART00000142684.3	ENSDARG00000111173.1
ENSDART00000135766.2	ENSDARG00000094473.3
ENSDART00000105315.6	ENSDARG00000071377.7
ENSDART00000061739.4	ENSDARG00000071377.7
ENSDART00000143677.3	ENSDARG00000025671.10
ENSDART00000114226.5	ENSDARG00000025671.10
ENSDART00000033657.7	ENSDARG00000025671.10
ENSDART00000127270.3	ENSDARG00000035018.8
ENSDART00000045410.7	ENSDARG00000035018.8
ENSDART00000145570.2	ENSDARG00000039173.7
ENSDART00000182074.1	ENSDARG00000039173.7
ENSDART00000054092.7	ENSDARG00000037196.8
ENSDART00000152180.2	ENSDARG00000037196.8
ENSDART00000185383.1	ENSDARG00000032264.8
ENSDART00000040577.6	ENSDARG00000032264.8
ENSDART00000121489.4	ENSDARG00000032264.8
ENSDART00000137479.2	ENSDARG00000032264.8
ENSDART00000159900.2	ENSDARG00000025325.7
ENSDART00000037729.7	ENSDARG00000025325.7
ENSDART00000173946.2	ENSDARG00000054184.7
ENSDART00000076318.3	ENSDARG00000054184.7
ENSDART00000078792.5	ENSDARG00000056331.7
ENSDART00000078795.6	ENSDARG00000056331.7
ENSDART00000181407.1	ENSDARG00000102080.2
ENSDART00000168236.2	ENSDARG00000102080.2
ENSDART00000167674.2	ENSDARG00000102080.2
ENSDART00000102086.5	ENSDARG00000069888.5
ENSDART00000012603.9	ENSDARG00000038363.8
ENSDART00000172689.3	ENSDARG00000038363.8
ENSDART00000155302.2	ENSDARG00000038363.8
ENSDART00000191884.1	ENSDARG00000038363.8
ENSDART00000011188.9	ENSDARG00000010472.9
ENSDART00000093298.4	ENSDARG00000010472.9
ENSDART00000059507.6	ENSDARG00000040643.6
ENSDART00000141074.2	ENSDARG00000075673.7
ENSDART00000135867.2	ENSDARG00000075673.7
ENSDART00000091298.7	ENSDARG00000075673.7
ENSDART00000182569.1	ENSDARG00000075673.7
ENSDART00000144018.2	ENSDARG00000075673.7
ENSDART00000134083.3	ENSDARG00000075673.7
ENSDART00000025910.7	ENSDARG00000017422.7
ENSDART00000156444.2	ENSDARG00000097032.2
ENSDART00000139114.2	ENSDARG00000092535.2
ENSDART00000144571.4	ENSDARG00000063390.8
ENSDART00000170952.2	ENSDARG00000063390.8
ENSDART00000135985.4	ENSDARG00000026403.10
ENSDART00000123011.3	ENSDARG00000062108.7
ENSDART00000089386.6	ENSDARG00000062108.7
ENSDART00000136504.2	ENSDARG00000062108.7
ENSDART00000135772.2	ENSDARG00000076830.5
ENSDART00000141683.2	ENSDARG00000076830.5
ENSDART00000167089.2	ENSDARG00000076830.5
ENSDART00000146793.2	ENSDARG00000076830.5
ENSDART00000134326.3	ENSDARG00000076830.5
ENSDART00000112382.4	ENSDARG00000076830.5
ENSDART00000062699.6	ENSDARG00000042726.8
ENSDART00000112098.4	ENSDARG00000075030.4
ENSDART00000159902.2	ENSDARG00000103155.2
ENSDART00000051792.6	ENSDARG00000019235.11
ENSDART00000159346.2	ENSDARG00000075952.4
ENSDART00000181112.1	ENSDARG00000075952.4
ENSDART00000155396.3	ENSDARG00000055472.7
ENSDART00000184915.1	ENSDARG00000088293.3
ENSDART00000128773.3	ENSDARG00000088293.3
ENSDART00000131041.3	ENSDARG00000088293.3
ENSDART00000173265.2	ENSDARG00000101050.3
ENSDART00000168621.2	ENSDARG00000101050.3
ENSDART00000173211.2	ENSDARG00000101050.3
ENSDART00000142730.3	ENSDARG00000030867.8
ENSDART00000075420.5	ENSDARG00000053383.5
ENSDART00000079504.4	ENSDARG00000056921.4
ENSDART00000183596.1	ENSDARG00000042057.9
ENSDART00000146924.4	ENSDARG00000042057.9
ENSDART00000139648.2	ENSDARG00000042057.9
ENSDART00000153031.2	ENSDARG00000042057.9
ENSDART00000173032.2	ENSDARG00000105459.2
ENSDART00000123660.4	ENSDARG00000100906.3
ENSDART00000154220.2	ENSDARG00000088764.5
ENSDART00000128169.2	ENSDARG00000088764.5
ENSDART00000155432.3	ENSDARG00000088764.5
ENSDART00000103722.5	ENSDARG00000088764.5
ENSDART00000157109.2	ENSDARG00000088764.5
ENSDART00000049147.6	ENSDARG00000033754.7
ENSDART00000146814.2	ENSDARG00000002184.8
ENSDART00000006899.8	ENSDARG00000002184.8
ENSDART00000135168.3	ENSDARG00000093450.4
ENSDART00000140829.3	ENSDARG00000093450.4
ENSDART00000138335.2	ENSDARG00000015681.11
ENSDART00000131997.2	ENSDARG00000015681.11
ENSDART00000024935.8	ENSDARG00000015681.11
ENSDART00000166041.3	ENSDARG00000105359.2
ENSDART00000113081.5	ENSDARG00000079665.5
ENSDART00000158175.2	ENSDARG00000079665.5
ENSDART00000168640.2	ENSDARG00000021702.10
ENSDART00000185348.1	ENSDARG00000021702.10
ENSDART00000185187.1	ENSDARG00000021702.10
ENSDART00000171752.2	ENSDARG00000021702.10
ENSDART00000145516.3	ENSDARG00000070846.8
ENSDART00000160909.3	ENSDARG00000070846.8
ENSDART00000129663.3	ENSDARG00000070846.8
ENSDART00000130768.3	ENSDARG00000070846.8
ENSDART00000142935.2	ENSDARG00000070846.8
ENSDART00000080789.6	ENSDARG00000070507.5
ENSDART00000191551.1	ENSDARG00000070507.5
ENSDART00000155697.2	ENSDARG00000009754.11
ENSDART00000128309.3	ENSDARG00000009754.11
ENSDART00000103766.6	ENSDARG00000009754.11
ENSDART00000182836.1	ENSDARG00000077124.5
ENSDART00000186076.1	ENSDARG00000077124.5
ENSDART00000152659.2	ENSDARG00000077124.5
ENSDART00000003907.10	ENSDARG00000067828.7
ENSDART00000131897.4	ENSDARG00000004184.12
ENSDART00000092015.5	ENSDARG00000063155.6
ENSDART00000151757.2	ENSDARG00000063155.6
ENSDART00000152776.2	ENSDARG00000096606.2
ENSDART00000100351.5	ENSDARG00000033444.9
ENSDART00000150838.2	ENSDARG00000088861.4
ENSDART00000135131.3	ENSDARG00000088861.4
ENSDART00000152787.2	ENSDARG00000079453.5
ENSDART00000115343.4	ENSDARG00000079453.5
ENSDART00000062856.6	ENSDARG00000042825.6
ENSDART00000084184.5	ENSDARG00000060036.5
ENSDART00000024872.9	ENSDARG00000020926.9
ENSDART00000170284.2	ENSDARG00000020926.9
ENSDART00000164134.2	ENSDARG00000020926.9
ENSDART00000165408.2	ENSDARG00000104656.2
ENSDART00000149426.3	ENSDARG00000019098.9
ENSDART00000189750.1	ENSDARG00000019098.9
ENSDART00000010323.8	ENSDARG00000019098.9
ENSDART00000143160.2	ENSDARG00000016897.11
ENSDART00000042943.8	ENSDARG00000016897.11
ENSDART00000181296.1	ENSDARG00000016897.11
ENSDART00000132467.3	ENSDARG00000037962.7
ENSDART00000141841.2	ENSDARG00000037962.7
ENSDART00000129749.4	ENSDARG00000037962.7
ENSDART00000055325.7	ENSDARG00000037962.7
ENSDART00000133804.2	ENSDARG00000037962.7
ENSDART00000019846.7	ENSDARG00000003533.9
ENSDART00000154717.3	ENSDARG00000003533.9
ENSDART00000182377.1	ENSDARG00000003533.9
ENSDART00000151921.3	ENSDARG00000015566.12
ENSDART00000126823.3	ENSDARG00000015566.12
ENSDART00000186408.1	ENSDARG00000015566.12
ENSDART00000187180.1	ENSDARG00000015566.12
ENSDART00000192819.1	ENSDARG00000115281.1
ENSDART00000073457.5	ENSDARG00000114405.1
ENSDART00000180682.1	ENSDARG00000114405.1
ENSDART00000146900.2	ENSDARG00000020788.9
ENSDART00000134659.3	ENSDARG00000020788.9
ENSDART00000188009.1	ENSDARG00000020788.9
ENSDART00000159840.2	ENSDARG00000098428.2
ENSDART00000169227.2	ENSDARG00000098428.2
ENSDART00000148809.3	ENSDARG00000069245.7
ENSDART00000100608.6	ENSDARG00000069245.7
ENSDART00000149001.3	ENSDARG00000069245.7
ENSDART00000100610.5	ENSDARG00000069245.7
ENSDART00000153304.2	ENSDARG00000069245.7
ENSDART00000186832.1	ENSDARG00000004597.10
ENSDART00000183790.1	ENSDARG00000004597.10
ENSDART00000150958.2	ENSDARG00000004597.10
ENSDART00000041304.8	ENSDARG00000009350.10
ENSDART00000135107.2	ENSDARG00000010956.12
ENSDART00000177639.2	ENSDARG00000010956.12
ENSDART00000157601.2	ENSDARG00000010956.12
ENSDART00000045933.7	ENSDARG00000010956.12
ENSDART00000190186.1	ENSDARG00000010956.12
ENSDART00000131840.2	ENSDARG00000010956.12
ENSDART00000152046.2	ENSDARG00000010956.12
ENSDART00000171733.2	ENSDARG00000098260.2
ENSDART00000167806.2	ENSDARG00000099535.2
ENSDART00000168541.2	ENSDARG00000100139.2
ENSDART00000159338.2	ENSDARG00000100139.2
ENSDART00000164072.2	ENSDARG00000100139.2
ENSDART00000108771.4	ENSDARG00000076966.5
ENSDART00000152482.3	ENSDARG00000076966.5
ENSDART00000179922.1	ENSDARG00000076966.5
ENSDART00000160191.2	ENSDARG00000042252.10
ENSDART00000132227.2	ENSDARG00000042252.10
ENSDART00000161721.2	ENSDARG00000042252.10
ENSDART00000144949.4	ENSDARG00000042252.10
ENSDART00000100667.5	ENSDARG00000042151.7
ENSDART00000134773.2	ENSDARG00000018898.10
ENSDART00000134242.2	ENSDARG00000018898.10
ENSDART00000139701.3	ENSDARG00000018898.10
ENSDART00000009952.9	ENSDARG00000018898.10
ENSDART00000066583.5	ENSDARG00000004274.9
ENSDART00000131254.3	ENSDARG00000018008.12
ENSDART00000141653.3	ENSDARG00000018008.12
ENSDART00000144454.2	ENSDARG00000018008.12
ENSDART00000134199.2	ENSDARG00000018008.12
ENSDART00000170915.2	ENSDARG00000103802.2
ENSDART00000098942.5	ENSDARG00000052164.7
ENSDART00000162237.3	ENSDARG00000052164.7
ENSDART00000105854.5	ENSDARG00000071548.5
ENSDART00000186074.1	ENSDARG00000071548.5
ENSDART00000067843.6	ENSDARG00000046141.6
ENSDART00000148515.2	ENSDARG00000036080.7
ENSDART00000052383.7	ENSDARG00000036080.7
ENSDART00000148621.2	ENSDARG00000036080.7
ENSDART00000061265.6	ENSDARG00000041802.7
ENSDART00000136320.2	ENSDARG00000041802.7
ENSDART00000106156.5	ENSDARG00000071679.5
ENSDART00000141276.2	ENSDARG00000071679.5
ENSDART00000113744.5	ENSDARG00000079438.6
ENSDART00000173862.2	ENSDARG00000079438.6
ENSDART00000175614.2	ENSDARG00000079438.6
ENSDART00000140313.2	ENSDARG00000086457.3
ENSDART00000124889.2	ENSDARG00000086457.3
ENSDART00000043069.8	ENSDARG00000032552.8
ENSDART00000164749.2	ENSDARG00000101910.2
ENSDART00000122719.3	ENSDARG00000058815.7
ENSDART00000081760.5	ENSDARG00000058815.7
ENSDART00000185792.1	ENSDARG00000013076.8
ENSDART00000141415.2	ENSDARG00000013076.8
ENSDART00000135417.3	ENSDARG00000013076.8
ENSDART00000065563.5	ENSDARG00000044626.5
ENSDART00000127695.3	ENSDARG00000015862.12
ENSDART00000180810.1	ENSDARG00000014790.11
ENSDART00000046376.9	ENSDARG00000014790.11
ENSDART00000149946.2	ENSDARG00000071396.5
ENSDART00000105523.5	ENSDARG00000071396.5
ENSDART00000088569.5	ENSDARG00000061791.5
ENSDART00000146457.3	ENSDARG00000068993.6
ENSDART00000135925.2	ENSDARG00000068993.6
ENSDART00000187867.1	ENSDARG00000068993.6
ENSDART00000143718.2	ENSDARG00000068993.6
ENSDART00000100014.4	ENSDARG00000068993.6
ENSDART00000142883.3	ENSDARG00000068993.6
ENSDART00000110167.4	ENSDARG00000075072.4
ENSDART00000191092.1	ENSDARG00000075072.4
ENSDART00000132034.2	ENSDARG00000056531.7
ENSDART00000079050.7	ENSDARG00000056531.7
ENSDART00000149772.2	ENSDARG00000011240.10
ENSDART00000088605.7	ENSDARG00000011240.10
ENSDART00000086994.5	ENSDARG00000061185.5
ENSDART00000135010.3	ENSDARG00000095132.7
ENSDART00000123524.5	ENSDARG00000095132.7
ENSDART00000181920.1	ENSDARG00000095132.7
ENSDART00000164068.2	ENSDARG00000095132.7
ENSDART00000191778.1	ENSDARG00000095132.7
ENSDART00000191855.1	ENSDARG00000095132.7
ENSDART00000182532.1	ENSDARG00000095132.7
ENSDART00000145791.3	ENSDARG00000059423.8
ENSDART00000147298.4	ENSDARG00000059423.8
ENSDART00000082577.4	ENSDARG00000059423.8
ENSDART00000031380.7	ENSDARG00000036787.6
ENSDART00000156125.2	ENSDARG00000079221.6
ENSDART00000177269.2	ENSDARG00000079221.6
ENSDART00000153806.2	ENSDARG00000079221.6
ENSDART00000099315.5	ENSDARG00000045857.7
ENSDART00000076439.6	ENSDARG00000077299.4
ENSDART00000135194.2	ENSDARG00000033134.9
ENSDART00000067397.7	ENSDARG00000033134.9
ENSDART00000148737.3	ENSDARG00000004433.11
ENSDART00000148346.3	ENSDARG00000002994.11
ENSDART00000105600.5	ENSDARG00000022177.11
ENSDART00000128290.3	ENSDARG00000022177.11
ENSDART00000137203.3	ENSDARG00000036382.6
ENSDART00000044471.6	ENSDARG00000030311.8
ENSDART00000141924.2	ENSDARG00000030311.8
ENSDART00000185249.1	ENSDARG00000003420.11
ENSDART00000021372.6	ENSDARG00000003420.11
ENSDART00000084417.5	ENSDARG00000060124.6
ENSDART00000067427.5	ENSDARG00000045874.5
ENSDART00000054115.5	ENSDARG00000075666.4
ENSDART00000065985.5	ENSDARG00000044895.5
ENSDART00000186322.1	ENSDARG00000044895.5
ENSDART00000060905.5	ENSDARG00000041546.5
ENSDART00000189445.1	ENSDARG00000041546.5
ENSDART00000067174.4	ENSDARG00000045691.5
ENSDART00000067172.4	ENSDARG00000045691.5
ENSDART00000173423.2	ENSDARG00000098652.3
ENSDART00000159727.2	ENSDARG00000098652.3
ENSDART00000166466.2	ENSDARG00000100468.3
ENSDART00000167934.2	ENSDARG00000101459.2
ENSDART00000192116.1	ENSDARG00000101459.2
ENSDART00000165372.2	ENSDARG00000101459.2
ENSDART00000192178.1	ENSDARG00000101459.2
ENSDART00000192362.1	ENSDARG00000101459.2
ENSDART00000181204.1	ENSDARG00000101459.2
ENSDART00000183689.1	ENSDARG00000101459.2
ENSDART00000010821.10	ENSDARG00000017675.11
ENSDART00000155236.2	ENSDARG00000089513.4
ENSDART00000150698.3	ENSDARG00000096118.3
ENSDART00000131049.3	ENSDARG00000087814.3
ENSDART00000170035.2	ENSDARG00000101715.2
ENSDART00000170127.2	ENSDARG00000101715.2
ENSDART00000135159.2	ENSDARG00000095555.2
ENSDART00000015643.8	ENSDARG00000022918.10
ENSDART00000099283.5	ENSDARG00000068602.5
ENSDART00000082761.5	ENSDARG00000002912.11
ENSDART00000131976.3	ENSDARG00000002912.11
ENSDART00000186283.1	ENSDARG00000002912.11
ENSDART00000161799.2	ENSDARG00000103395.2
ENSDART00000163498.2	ENSDARG00000103395.2
ENSDART00000123035.3	ENSDARG00000103395.2
ENSDART00000112263.4	ENSDARG00000079377.7
ENSDART00000018270.7	ENSDARG00000016345.9
ENSDART00000135296.2	ENSDARG00000016345.9
ENSDART00000141700.2	ENSDARG00000016345.9
ENSDART00000128049.3	ENSDARG00000091317.4
ENSDART00000142655.2	ENSDARG00000091317.4
ENSDART00000136700.2	ENSDARG00000091317.4
ENSDART00000153262.3	ENSDARG00000096726.3
ENSDART00000036273.8	ENSDARG00000070847.7
ENSDART00000167646.2	ENSDARG00000096678.3
ENSDART00000153374.2	ENSDARG00000096678.3
ENSDART00000019004.9	ENSDARG00000004034.9
ENSDART00000132761.2	ENSDARG00000004034.9
ENSDART00000000488.7	ENSDARG00000000474.9
ENSDART00000147121.2	ENSDARG00000054597.5
ENSDART00000182886.1	ENSDARG00000054597.5
ENSDART00000076807.4	ENSDARG00000054597.5
ENSDART00000182239.1	ENSDARG00000058695.8
ENSDART00000147146.3	ENSDARG00000058695.8
ENSDART00000008077.9	ENSDARG00000012467.10
ENSDART00000135379.3	ENSDARG00000073950.5
ENSDART00000103971.4	ENSDARG00000073950.5
ENSDART00000097254.5	ENSDARG00000067566.5
ENSDART00000081607.5	ENSDARG00000058696.7
ENSDART00000126523.4	ENSDARG00000058696.7
ENSDART00000141612.4	ENSDARG00000058696.7
ENSDART00000169141.2	ENSDARG00000058696.7
ENSDART00000021192.7	ENSDARG00000007383.7
ENSDART00000169091.2	ENSDARG00000063036.6
ENSDART00000167228.2	ENSDARG00000063036.6
ENSDART00000138080.2	ENSDARG00000093079.4
ENSDART00000132496.2	ENSDARG00000093079.4
ENSDART00000146954.3	ENSDARG00000093079.4
ENSDART00000172143.2	ENSDARG00000093079.4
ENSDART00000142863.2	ENSDARG00000019004.7
ENSDART00000003422.7	ENSDARG00000019004.7
ENSDART00000114359.3	ENSDARG00000073704.4
ENSDART00000131591.2	ENSDARG00000073704.4
ENSDART00000131477.2	ENSDARG00000073704.4
ENSDART00000080638.5	ENSDARG00000057887.6
ENSDART00000142353.2	ENSDARG00000057887.6
ENSDART00000141620.2	ENSDARG00000045378.6
ENSDART00000146727.2	ENSDARG00000043757.7
ENSDART00000189946.1	ENSDARG00000043757.7
ENSDART00000040308.7	ENSDARG00000043757.7
